User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1000645,P5379,F,26-35,3,B,0,0,18,10.0,,9723
1004263,P1098,M,18-25,18,B,1,0,9,14.0,,7171
1008801,P9388,M,18-25,12,B,3,0,13,12.0,1.0,9790
1006136,P1877,F,26-35,0,A,3,0,15,7.0,4.0,8362
1008646,P2868,F,46-50,0,B,3,0,19,9.0,11.0,8078
1009900,P3665,M,18-25,13,B,3,0,15,7.0,9.0,8426
1002969,P2388,F,36-45,8,A,1,0,7,4.0,,6172
1003028,P3415,F,26-35,11,A,2,1,3,,,1673
1007643,P9761,M,26-35,17,B,4+,0,8,15.0,6.0,4826
1002681,P3637,F,36-45,8,B,4+,0,13,7.0,,7233
1003629,P8242,M,26-35,7,A,4+,0,16,,,10232
1004225,P9613,F,46-50,13,B,4+,0,3,1.0,,3720
1003067,P3883,M,18-25,8,C,1,0,1,11.0,,3733
1005941,P2204,M,46-50,19,A,2,0,3,10.0,15.0,4646
1001386,P1544,F,0-17,1,B,1,0,16,,4.0,8291
1002866,P2223,M,18-25,0,A,2,0,1,,,1915
1004788,P4172,M,36-45,12,A,1,0,18,,,11228
1005490,P9959,F,46-50,9,A,0,1,14,16.0,,6635
1004124,P7450,F,18-25,7,B,2,0,7,11.0,17.0,4940
1008340,P7520,F,26-35,6,C,4+,1,3,14.0,12.0,4935
1003850,P1654,M,26-35,11,A,2,1,16,,,8443
1005415,P7821,M,18-25,16,B,3,1,6,,,3792
1007679,P3446,M,46-50,11,B,2,0,18,,,7620
1006819,P6892,F,36-45,15,A,3,1,13,9.0,8.0,8900
1009328,P9412,M,18-25,9,B,3,0,2,5.0,,4520
1008378,P4666,M,26-35,11,C,0,0,12,17.0,,7347
1009442,P5277,F,36-45,10,C,2,0,4,,,2675
1001333,P5402,M,26-35,13,C,0,1,9,,,6505
1004150,P3569,F,36-45,19,A,4+,0,20,,,12554
1006766,P6515,F,0-17,12,C,2,1,5,,,3197
1002711,P4985,F,36-45,1,A,1,0,10,,,7330
1004853,P9167,M,18-25,19,B,1,1,6,,,3806
1006212,P8448,M,46-50,6,C,1,1,1,,,1696
1007479,P5310,M,26-35,0,A,3,1,20,,16.0,10431
1005408,P4019,F,18-25,2,B,1,0,5,13.0,,5257
1009977,P4681,F,46-50,19,B,4+,1,6,,,7306
1007715,P5196,F,0-17,11,B,2,1,19,2.0,,11450
1008942,P1572,M,26-35,4,A,2,0,11,14.0,,8803
1001762,P5753,M,26-35,11,C,3,0,15,12.0,8.0,9178
1007101,P8082,M,18-25,2,B,3,1,2,,,2474
1007674,P5002,M,51-55,19,A,3,0,15,,15.0,10861
1006122,P6629,M,36-45,4,A,4+,1,7,3.0,,6976
1000481,P9417,F,0-17,0,C,2,0,17,,2.0,9917
1000153,P5200,M,36-45,15,A,0,0,12,8.0,13.0,8735
1007617,P2997,F,26-35,8,A,3,0,12,16.0,,8950
1001524,P9963,F,51-55,9,B,1,0,5,,,4950
1002120,P8422,M,26-35,9,B,0,0,20,11.0,,10815
1002343,P5524,F,26-35,12,B,0,1,7,15.0,,6391
1005136,P9625,M,26-35,15,B,3,0,2,2.0,,4573
1005760,P4407,M,26-35,19,C,1,1,13,11.0,18.0,9702
1001240,P7731,F,26-35,3,C,3,1,9,9.0,,5622
1000060,P8795,M,18-25,13,A,3,0,15,,,10171
1009130,P3793,M,36-45,16,B,1,0,15,17.0,,10289
1001639,P8334,F,26-35,4,C,0,0,1,8.0,,2896
1006185,P3911,F,55+,12,B,0,0,20,16.0,,9820
1007970,P8952,F,18-25,2,B,1,0,3,1.0,,4809
1001252,P3415,F,36-45,4,A,0,0,1,10.0,,1188
1004203,P1250,F,51-55,15,B,4+,1,19,7.0,,9351
1008363,P5951,F,36-45,18,B,3,0,20,15.0,,11282
1009650,P9098,M,46-50,18,B,4+,0,13,,,5571
1003549,P6289,M,46-50,16,C,4+,1,15,16.0,,11112
1004197,P9102,M,26-35,17,A,4+,1,13,,,8538
1007009,P8257,F,36-45,17,A,2,1,18,3.0,18.0,12067
1006667,P6565,M,18-25,7,A,2,1,17,15.0,2.0,11685
1002322,P7437,F,26-35,17,B,4+,0,1,,12.0,3234
1009828,P2173,M,18-25,8,A,3,1,15,,,10399
1004090,P9624,F,36-45,18,B,4+,1,4,,,3408
1006960,P1835,M,26-35,9,A,4+,0,2,7.0,16.0,4160
1003004,P3262,F,26-35,1,B,2,0,19,,,9092
1005136,P5567,F,18-25,16,A,4+,0,8,7.0,2.0,6996
1000329,P4815,F,55+,12,C,3,0,16,,,10179
1003640,P1246,F,0-17,10,B,3,0,8,10.0,11.0,5608
1007982,P3429,M,0-17,15,C,4+,1,10,,,7854
1004107,P6287,M,18-25,19,B,3,0,16,15.0,,10974
1001341,P3607,F,55+,6,A,4+,0,5,10.0,16.0,4585
1008407,P6930,F,55+,2,A,2,0,19,,7.0,12767
1000338,P5022,F,36-45,15,C,4+,1,6,9.0,,5135
1005895,P5784,M,51-55,18,B,0,0,10,16.0,,9367
1002708,P7617,F,18-25,19,A,2,0,5,17.0,4.0,6514
1001750,P4151,F,55+,15,B,3,1,19,16.0,,8268
1005604,P6580,M,18-25,1,B,3,0,19,6.0,,11752
1002421,P8054,F,18-25,13,A,2,0,13,5.0,9.0,9269
1007119,P8706,F,18-25,19,A,0,0,15,,8.0,9277
1008901,P8619,M,26-35,9,C,2,1,8,13.0,,6483
1005319,P5573,F,46-50,18,A,1,1,11,8.0,12.0,8071
1006609,P4491,F,26-35,10,A,0,0,1,,,4650
1005387,P1706,M,55+,17,A,2,0,4,10.0,,4424
1003993,P7997,F,26-35,10,A,1,1,13,,,9703
1008680,P6233,M,18-25,8,B,4+,1,7,14.0,14.0,4279
1008044,P9945,F,26-35,18,A,0,1,7,15.0,,3768
1008238,P6755,F,36-45,19,A,4+,1,6,,,6252
1004873,P7960,F,46-50,9,C,1,0,8,2.0,,7251
1004806,P9779,F,26-35,2,A,3,1,12,7.0,12.0,6704
1008592,P2334,F,36-45,2,B,3,1,18,5.0,,6603
1005913,P6588,M,18-25,7,B,3,1,15,8.0,9.0,6931
1007124,P2847,F,36-45,5,B,4+,1,16,3.0,5.0,9224
1003157,P7851,F,55+,19,C,0,0,1,13.0,10.0,3528
1000390,P8211,M,0-17,0,A,4+,1,10,6.0,,7841
1004430,P8865,M,51-55,19,C,4+,1,15,14.0,,9528
1008820,P4317,F,26-35,5,C,3,1,13,7.0,,6611
1007686,P7811,M,18-25,1,B,4+,0,19,11.0,,10331
1004232,P1164,F,55+,18,A,1,1,13,9.0,,9499
1008007,P8060,M,26-35,6,A,2,1,9,,9.0,7881
1001521,P4057,M,26-35,10,B,2,0,16,17.0,9.0,9167
1009018,P5428,F,18-25,10,C,2,1,14,8.0,,8281
1001500,P1402,M,18-25,3,B,3,1,9,,,7015
1006737,P9605,F,46-50,19,A,3,0,18,,5.0,9442
1003294,P9236,M,36-45,15,A,2,0,4,3.0,,5684
1005085,P7349,M,51-55,4,B,0,0,12,6.0,13.0,7062
1002419,P5157,M,18-25,6,B,2,0,5,,,4569
1009126,P1867,F,18-25,15,A,4+,0,11,7.0,3.0,7303
1003042,P9210,F,0-17,14,A,2,0,5,6.0,,4996
1004497,P1364,M,26-35,4,B,2,0,19,13.0,,12437
1001466,P8467,F,55+,0,B,0,0,7,14.0,1.0,4237
1003561,P7571,F,36-45,19,B,3,0,4,8.0,,4239
1000614,P1579,F,26-35,8,C,3,1,8,13.0,,7416
1005392,P8674,M,46-50,20,B,4+,0,6,9.0,,6434
1007693,P9737,F,46-50,4,A,2,1,6,5.0,,5561
1009374,P7468,M,0-17,5,B,1,0,4,,,2964
1003223,P5150,M,46-50,2,C,4+,0,14,7.0,,8316
1007138,P4039,M,26-35,5,C,3,0,3,6.0,8.0,4772
1002667,P5137,M,18-25,7,C,0,1,10,12.0,,5911
1007980,P1452,M,18-25,5,A,3,1,6,12.0,,5754
1000130,P7537,F,26-35,15,C,3,1,18,6.0,,9855
1002983,P2381,F,26-35,15,C,0,0,10,4.0,,6125
1004278,P9154,M,18-25,20,B,2,1,9,,18.0,8316
1007126,P2467,F,18-25,2,A,2,0,16,,,9885
1008230,P3738,F,36-45,16,C,3,1,20,15.0,,11114
1007694,P8572,F,55+,20,B,4+,0,4,8.0,,5341
1006640,P7747,F,36-45,5,A,1,0,11,13.0,,8290
1005468,P1880,F,18-25,5,A,4+,0,12,11.0,11.0,6625
1000920,P4149,F,18-25,18,B,4+,1,19,11.0,,11098
1007564,P9276,F,18-25,19,B,3,0,10,,9.0,6676
1008684,P8892,M,18-25,14,A,3,0,7,17.0,,4718
1009323,P5144,M,26-35,18,B,1,0,7,1.0,,5706
1008502,P2168,M,36-45,1,C,1,1,18,13.0,15.0,8210
1008930,P4129,F,36-45,7,B,1,0,3,9.0,,4131
1003241,P4645,F,36-45,6,A,3,1,12,,,6233
1000545,P3526,M,18-25,7,B,3,1,14,,,6644
1004346,P4516,F,26-35,12,A,4+,1,20,,,11611
1009996,P4367,F,36-45,14,A,3,1,2,7.0,13.0,4453
1003810,P8338,M,26-35,11,B,2,1,9,8.0,,6164
1007206,P4555,M,18-25,14,C,2,0,10,2.0,12.0,7984
1009005,P6111,M,26-35,13,B,1,0,6,14.0,,4513
1002032,P7752,F,18-25,6,A,3,1,17,10.0,,8713
1008436,P1445,F,18-25,16,B,2,0,15,9.0,,9449
1000271,P7364,F,46-50,4,B,4+,0,1,,,3881
1003511,P4626,M,46-50,19,C,0,1,13,12.0,,8181
1001771,P5016,M,18-25,9,C,4+,0,10,14.0,3.0,6125
1009454,P4875,F,0-17,18,A,0,1,12,11.0,,9059
1004361,P6497,M,36-45,17,A,4+,1,16,,,10455
1007069,P7238,M,18-25,9,A,2,0,2,17.0,13.0,3818
1000920,P1261,F,26-35,1,C,3,0,3,6.0,,4677
1008190,P5992,M,0-17,5,A,0,0,8,6.0,18.0,8136
1003430,P5025,M,18-25,2,A,3,1,20,10.0,6.0,10859
1004435,P9283,M,46-50,18,B,3,0,15,10.0,,8672
1003760,P5222,F,46-50,4,A,2,0,19,,,10437
1002050,P5175,F,18-25,6,A,1,1,18,,7.0,8576
1001165,P4443,M,26-35,6,B,1,0,1,5.0,,4551
1008567,P6011,F,18-25,9,A,0,0,19,3.0,,9298
1002033,P1693,F,0-17,0,B,2,0,2,11.0,14.0,2568
1006467,P9347,F,55+,10,C,3,0,5,,,3595
1000145,P2812,M,36-45,6,A,4+,0,18,15.0,,10079
1004388,P6724,F,26-35,5,B,4+,1,16,3.0,5.0,8961
1007832,P2407,M,36-45,5,C,0,0,10,,,7491
1008623,P9032,M,46-50,12,C,0,0,3,,7.0,4364
1008896,P2410,F,46-50,15,B,0,0,10,11.0,,6956
1008173,P4497,M,0-17,12,B,2,0,13,,,7531
1002632,P5372,F,18-25,1,A,4+,1,10,17.0,,5716
1004494,P8394,F,36-45,18,B,2,0,11,12.0,,5809
1008056,P1551,M,26-35,18,C,2,1,7,,,7852
1007511,P5332,M,55+,18,B,3,0,2,9.0,10.0,4067
1009155,P1997,F,36-45,17,B,2,1,19,13.0,,12589
1001828,P5076,F,55+,5,A,2,0,18,8.0,,9355
1009130,P7099,F,18-25,1,B,3,0,11,6.0,13.0,4177
1004805,P6555,F,46-50,18,B,1,0,17,,,9340
1000806,P5052,M,26-35,5,B,3,1,3,,,3797
1009655,P6303,M,55+,19,A,0,0,20,10.0,,11518
1007486,P9118,M,18-25,14,B,1,0,12,15.0,,8752
1008202,P7102,F,26-35,5,B,4+,1,2,,16.0,3309
1001868,P6490,M,46-50,2,A,2,0,1,4.0,,2416
1007878,P9564,M,26-35,10,A,1,0,9,4.0,,5402
1005690,P6616,M,26-35,7,A,4+,1,19,9.0,3.0,9832
1007827,P3248,M,55+,17,B,3,0,8,,,7245
1005429,P1848,F,26-35,16,B,3,1,9,,,7590
1009076,P7354,M,36-45,18,C,0,0,7,9.0,,5371
1003564,P9695,M,0-17,18,A,0,0,4,3.0,13.0,6188
1001389,P9070,M,46-50,20,C,1,0,16,15.0,,10583
1007274,P9894,M,36-45,16,B,2,1,6,11.0,,4595
1000824,P4625,F,26-35,3,B,3,1,18,6.0,6.0,9676
1002265,P1314,F,0-17,6,A,1,1,2,15.0,16.0,3604
1000936,P3376,M,36-45,4,A,1,0,11,7.0,8.0,5663
1006402,P5378,F,0-17,15,C,1,1,5,14.0,,3270
1003845,P9449,F,0-17,5,A,0,0,17,4.0,,9669
1001796,P1574,F,36-45,13,A,3,0,5,1.0,,4235
1008245,P6585,F,18-25,19,A,0,1,3,13.0,3.0,6155
1007214,P6492,M,18-25,1,C,0,0,19,11.0,,12025
1000726,P9949,F,36-45,17,A,1,0,8,9.0,,6786
1002736,P3810,F,0-17,17,A,4+,0,11,11.0,12.0,8562
1001913,P9134,M,26-35,12,B,4+,1,3,,,2991
1009788,P6670,M,18-25,17,B,4+,0,3,,9.0,2922
1007657,P8715,M,36-45,16,B,1,0,1,5.0,,3490
1002466,P7567,M,36-45,12,B,2,1,13,1.0,,6676
1009041,P4459,F,36-45,11,C,3,0,10,,,7029
1007312,P7117,M,18-25,2,C,1,0,6,6.0,,3880
1008194,P4992,F,18-25,6,C,1,1,11,,2.0,6989
1007906,P8837,F,0-17,0,A,0,1,8,,,4992
1004876,P1203,M,26-35,4,C,4+,0,19,10.0,,10905
1007287,P3775,M,51-55,20,A,1,1,11,10.0,15.0,8292
1000892,P2992,F,18-25,0,A,2,0,6,13.0,,3915
1004675,P3243,F,18-25,3,C,3,0,12,,,5338
1001933,P9498,M,18-25,0,C,2,0,18,1.0,,9695
1001380,P2687,M,36-45,12,B,1,0,3,,,2129
1001290,P5109,M,36-45,13,C,1,0,13,14.0,,9775
1001640,P2860,F,36-45,14,C,0,1,4,13.0,,5075
1007490,P6176,F,46-50,16,B,2,1,9,,9.0,7571
1009179,P1722,M,26-35,11,B,0,1,16,12.0,,8197
1001218,P9971,F,18-25,6,C,2,1,12,8.0,,7587
1005016,P9720,M,18-25,18,A,4+,0,20,15.0,9.0,10580
1006881,P5893,F,36-45,2,A,4+,0,7,17.0,,5099
1009547,P1343,F,36-45,17,C,2,1,12,12.0,,6622
1009752,P6398,M,26-35,3,A,0,1,8,13.0,17.0,5580
1009610,P9400,M,36-45,2,A,4+,1,15,8.0,1.0,6766
1000954,P5736,M,36-45,11,A,1,0,2,,14.0,3568
1009175,P4406,F,51-55,11,B,3,0,11,7.0,12.0,5087
1007291,P1919,F,36-45,16,C,0,0,5,2.0,10.0,7057
1000974,P6819,M,36-45,5,B,2,0,6,16.0,,5192
1004133,P3044,F,18-25,14,B,3,0,19,,,10447
1005370,P1418,M,36-45,1,C,3,0,14,,,8771
1003972,P2749,F,51-55,7,C,1,1,7,7.0,,3661
1005295,P8378,M,26-35,13,B,0,0,12,,,6943
1009105,P2099,F,36-45,4,C,3,0,17,,,9677
1008228,P4392,F,36-45,2,B,0,1,4,4.0,,3914
1009903,P3772,F,0-17,9,A,1,0,20,5.0,,9676
1003020,P7784,F,36-45,6,A,2,0,10,14.0,,7138
1008987,P2545,M,18-25,10,B,3,0,1,,,3663
1004036,P2070,F,55+,14,B,3,1,4,,,5047
1005068,P7522,M,46-50,1,B,3,0,13,9.0,,8028
1005233,P2850,M,18-25,4,B,0,1,6,12.0,,4122
1009516,P6053,M,18-25,10,A,3,0,15,,,8809
1000317,P3939,M,36-45,7,A,0,0,14,15.0,,6092
1002396,P8194,F,26-35,12,B,4+,0,3,6.0,,3307
1002162,P6851,M,0-17,10,A,4+,0,19,17.0,14.0,10206
1002745,P7673,F,26-35,16,B,0,0,6,15.0,,6112
1001591,P1678,F,26-35,14,B,4+,1,2,14.0,,4255
1006183,P1988,F,18-25,0,B,1,0,9,,,4698
1003930,P2502,F,46-50,18,A,1,1,13,,,7351
1001312,P2789,M,51-55,15,B,4+,1,18,15.0,,11968
1009477,P6281,F,36-45,18,C,2,1,12,,13.0,7527
1004311,P6027,M,46-50,12,C,0,0,4,2.0,,4757
1007314,P2425,F,18-25,3,C,4+,1,7,4.0,,5922
1002383,P7654,F,18-25,10,B,0,0,12,,2.0,7305
1003239,P3440,M,18-25,17,A,4+,0,11,11.0,7.0,7538
1002139,P7856,F,36-45,17,B,1,1,7,12.0,,5442
1001704,P8367,F,51-55,9,C,2,0,10,16.0,2.0,5929
1006924,P3594,F,36-45,16,A,0,1,9,12.0,,6731
1000362,P5689,F,51-55,12,A,2,0,2,2.0,6.0,1333
1002604,P3436,F,36-45,13,A,1,0,5,7.0,,4347
1009908,P6517,M,26-35,6,B,3,0,10,,,7308
1004286,P7310,F,26-35,9,B,3,0,14,3.0,11.0,8648
1003738,P4539,F,0-17,2,A,0,0,16,13.0,,10213
1002469,P4483,M,0-17,1,C,1,0,2,7.0,,4165
1004795,P8371,F,36-45,18,B,0,1,19,,,11170
1006150,P3241,M,26-35,6,A,0,1,9,5.0,13.0,6294
1000556,P7378,F,26-35,4,A,0,1,14,6.0,,7292
1009017,P3765,F,26-35,2,A,2,1,15,13.0,,8724
1002808,P5911,M,18-25,1,B,4+,0,19,7.0,18.0,10348
1005150,P1403,F,26-35,5,A,1,1,8,2.0,,5051
1007561,P4382,F,26-35,13,B,2,0,15,9.0,17.0,7739
1002719,P5163,M,26-35,6,C,4+,0,8,2.0,16.0,5796
1006506,P8630,M,46-50,1,B,0,1,4,13.0,,5347
1003741,P1087,F,26-35,10,A,3,0,6,8.0,,5132
1009766,P6816,M,36-45,20,B,2,1,11,16.0,5.0,7934
1003998,P6470,F,51-55,2,C,1,0,12,1.0,,7428
1002403,P7276,M,46-50,8,A,1,0,9,,,6958
1008780,P6739,F,51-55,7,A,4+,0,18,8.0,16.0,9919
1009739,P5273,M,18-25,10,B,2,0,17,1.0,16.0,9650
1000294,P7523,M,0-17,17,B,0,1,3,7.0,,3910
1005343,P6003,M,18-25,0,A,4+,1,13,9.0,,8706
1009882,P9038,M,18-25,14,B,1,0,6,2.0,11.0,5028
1001136,P7606,M,51-55,3,B,2,0,14,6.0,15.0,9967
1002064,P3064,M,36-45,3,C,3,0,1,,,3065
1007009,P6315,M,18-25,9,A,0,1,4,13.0,,4503
1004543,P1317,M,18-25,10,C,1,0,18,10.0,3.0,11012
1001007,P2502,M,18-25,17,A,2,1,11,1.0,,6936
1005445,P7130,F,36-45,14,B,3,1,11,,,7929
1005352,P8419,M,36-45,2,B,1,1,8,,6.0,5758
1009439,P3042,F,46-50,6,B,3,0,4,,,4453
1001435,P5598,M,51-55,6,C,1,1,2,14.0,,2640
1000571,P1118,F,18-25,16,A,4+,1,1,,,2528
1002382,P1709,F,26-35,19,B,4+,1,10,7.0,18.0,4941
1009437,P4557,M,18-25,15,A,4+,1,17,,14.0,9451
1005084,P4250,M,26-35,15,B,2,1,7,,,5388
1000277,P9061,F,51-55,7,A,4+,1,7,10.0,,4419
1007059,P9609,F,26-35,2,C,2,1,13,3.0,,7181
1001887,P3603,M,36-45,19,C,0,1,1,,,3917
1001265,P2101,M,26-35,14,C,4+,1,1,6.0,1.0,4140
1007491,P5421,M,0-17,0,A,2,0,13,4.0,4.0,8179
1001040,P8857,F,0-17,9,B,1,0,1,9.0,,3721
1009109,P9177,M,26-35,1,A,2,1,6,7.0,,5591
1008073,P7082,M,36-45,6,C,2,0,10,16.0,1.0,6990
1009077,P7658,M,18-25,13,B,1,0,1,6.0,,3546
1002752,P3261,M,36-45,15,B,2,0,5,12.0,17.0,6315
1008213,P9021,M,46-50,14,B,1,1,2,,,4772
1004569,P1508,F,26-35,6,A,3,0,3,12.0,,1782
1006353,P3379,F,36-45,12,B,4+,0,3,14.0,,3713
1002353,P9879,M,26-35,9,A,0,0,18,,,7876
1007437,P5752,M,36-45,8,C,2,1,8,9.0,,3792
1004799,P6495,F,36-45,8,C,1,1,9,4.0,5.0,5469
1000686,P4209,M,55+,5,B,4+,0,2,15.0,,3246
1008476,P8398,F,26-35,11,C,2,0,2,,,2951
1004811,P7743,M,26-35,19,A,4+,1,16,6.0,,7709
1008954,P6648,F,18-25,19,C,3,1,7,7.0,,6870
1005346,P6171,F,18-25,13,A,2,1,4,1.0,11.0,3532
1005043,P8890,M,36-45,19,B,1,1,5,7.0,9.0,6027
1002428,P1324,F,51-55,6,B,3,1,1,3.0,,1945
1005126,P4557,M,26-35,7,A,2,0,10,,,6123
1008220,P4587,F,18-25,7,B,4+,0,13,6.0,6.0,8140
1009098,P1151,M,18-25,7,A,3,1,15,,,8301
1007813,P1954,M,26-35,1,C,1,1,1,2.0,,2965
1009645,P5354,M,18-25,13,A,2,1,18,6.0,,10613
1003356,P8160,F,18-25,9,B,4+,1,14,,6.0,6427
1008707,P1687,M,36-45,17,C,4+,1,18,12.0,2.0,11093
1007266,P9501,M,0-17,17,A,3,1,12,9.0,,6995
1006540,P4127,M,26-35,17,B,2,0,12,13.0,12.0,6787
1000038,P7763,F,46-50,15,B,4+,0,5,,10.0,4028
1003342,P4395,M,18-25,19,A,3,1,7,,,7217
1009078,P1845,F,36-45,4,C,0,0,13,9.0,3.0,5520
1002844,P2164,F,36-45,19,A,4+,0,9,17.0,18.0,7521
1001098,P6904,F,36-45,4,A,3,1,6,,,5047
1007027,P6360,M,26-35,19,B,0,1,7,4.0,,6329
1001823,P1354,M,26-35,9,B,3,0,18,,,10336
1003155,P2872,F,46-50,16,C,4+,1,15,,,8612
1003093,P3024,M,36-45,12,C,0,0,8,17.0,,7039
1005658,P3817,M,26-35,16,B,3,0,20,8.0,14.0,10748
1003778,P4832,F,18-25,17,B,2,1,16,17.0,,7470
1002896,P9257,F,0-17,12,A,0,1,17,17.0,1.0,9427
1000988,P3581,M,18-25,16,A,3,0,3,15.0,,5422
1004116,P3486,F,36-45,14,B,2,0,13,,,8630
1006446,P9418,M,0-17,11,C,0,0,9,,,8737
1004179,P3443,F,26-35,9,A,3,1,20,,,10236
1001682,P9919,M,36-45,12,A,4+,1,15,,,8827
1005626,P2036,M,18-25,10,B,0,0,16,4.0,15.0,9020
1007424,P9684,F,36-45,2,A,0,0,16,8.0,,7588
1000933,P8435,M,36-45,9,B,2,1,19,16.0,,9872
1003598,P2548,M,18-25,10,B,3,1,4,7.0,,3253
1001980,P6065,F,36-45,5,B,4+,1,19,5.0,,7147
1003056,P7496,M,36-45,0,A,2,0,19,8.0,14.0,9204
1008984,P7183,M,26-35,5,C,0,1,2,3.0,,3428
1000791,P4957,M,18-25,4,A,2,0,6,3.0,,5697
1005390,P4407,F,26-35,6,C,2,0,13,4.0,,6869
1006635,P1639,F,51-55,11,B,2,0,15,,,7983
1002255,P1172,F,36-45,11,C,0,0,10,15.0,,7897
1003610,P6666,F,18-25,6,B,1,1,10,15.0,,4763
1001607,P5354,F,36-45,1,A,2,1,4,4.0,,3464
1005179,P4959,M,26-35,0,C,1,0,14,,18.0,9049
1006573,P9708,M,36-45,17,B,4+,0,8,3.0,,5670
1000984,P9714,M,36-45,11,A,4+,0,6,10.0,,3520
1005776,P3886,F,26-35,6,A,4+,0,12,,,9208
1003676,P3164,M,46-50,18,B,3,1,8,5.0,,7539
1003380,P4945,F,36-45,2,B,0,1,6,9.0,7.0,5516
1008711,P6235,M,36-45,9,B,1,0,15,6.0,9.0,8733
1008782,P8746,F,18-25,10,B,3,0,19,,1.0,10969
1001050,P3590,M,46-50,4,B,1,0,14,,,5152
1003633,P8754,M,51-55,1,C,0,1,3,,,3035
1006342,P5934,F,18-25,7,B,2,0,18,14.0,11.0,10757
1000959,P5076,M,26-35,13,A,3,0,10,3.0,,5405
1006059,P6185,M,18-25,7,C,0,0,14,,,7920
1008884,P2093,F,36-45,5,A,3,0,14,11.0,,8284
1005655,P4880,M,36-45,0,B,4+,0,7,,11.0,4159
1004473,P7559,M,18-25,0,B,3,1,7,15.0,7.0,5109
1002946,P3785,F,46-50,7,B,2,1,11,10.0,,7283
1007725,P7065,F,18-25,10,A,2,0,18,,12.0,10162
1000526,P7539,F,46-50,17,A,1,0,10,9.0,,6539
1003224,P2574,F,26-35,9,B,3,1,15,17.0,1.0,7545
1001875,P6676,F,26-35,11,C,4+,1,12,,,7935
1001763,P9060,M,18-25,19,B,2,0,17,,,10647
1008712,P4990,F,18-25,15,B,1,1,17,9.0,,10048
1005797,P6210,F,36-45,4,A,4+,1,1,,,2777
1009208,P5845,M,26-35,15,A,4+,0,6,,,6008
1007099,P2189,M,18-25,11,A,4+,0,15,1.0,,10012
1005109,P3689,M,18-25,5,A,0,1,19,6.0,,10572
1006644,P5095,M,0-17,4,B,2,1,14,6.0,,8257
1000116,P2875,M,36-45,0,A,0,0,10,,,5668
1002433,P8768,F,36-45,18,A,0,0,10,12.0,,8743
1005463,P4406,M,0-17,9,B,2,0,7,15.0,,4292
1000583,P4932,F,26-35,13,C,3,1,7,7.0,2.0,5337
1008586,P9240,M,18-25,20,C,1,0,14,2.0,,8489
1003788,P6408,F,51-55,2,B,2,0,15,12.0,18.0,5927
1004167,P4861,M,51-55,5,A,1,1,20,2.0,,11025
1008465,P8406,F,36-45,4,B,3,0,9,4.0,,5596
1001389,P3833,F,51-55,16,A,2,1,15,3.0,8.0,8998
1008357,P6285,F,46-50,17,B,4+,0,9,,5.0,6405
1009759,P8645,F,46-50,11,C,2,0,7,3.0,,6364
1006154,P5777,F,26-35,4,B,3,0,11,10.0,6.0,7698
1005420,P3735,F,26-35,8,C,0,1,5,12.0,,3158
1008920,P9273,F,18-25,11,B,2,1,9,4.0,,8378
1002043,P9278,F,26-35,19,B,4+,0,6,7.0,2.0,5252
1004197,P7368,F,36-45,8,A,2,1,7,8.0,,5985
1003496,P1821,F,18-25,2,C,0,1,14,3.0,15.0,7936
1000778,P8525,M,18-25,0,A,2,0,19,,,10027
1000213,P1162,F,26-35,14,C,4+,0,11,8.0,,7908
1003762,P8777,F,18-25,9,A,3,0,7,,9.0,6922
1009768,P2932,M,36-45,13,A,4+,1,6,4.0,13.0,6412
1006731,P4535,F,51-55,6,C,3,1,4,,,3668
1003117,P6956,F,36-45,3,A,4+,0,14,9.0,14.0,7679
1005791,P4446,M,36-45,4,C,1,0,3,10.0,,3064
1008783,P3790,M,36-45,19,A,2,0,17,8.0,,11098
1002720,P3707,F,26-35,15,C,2,0,15,2.0,,9608
1008905,P8959,M,18-25,2,B,0,0,1,1.0,,2409
1009127,P4933,F,51-55,16,B,1,0,11,,12.0,8952
1006047,P4385,F,18-25,12,B,0,0,13,,14.0,9209
1008032,P7636,F,18-25,5,A,2,1,3,,16.0,5688
1000001,P1922,M,36-45,4,C,0,0,13,14.0,,6792
1006368,P9089,F,18-25,15,A,3,0,18,13.0,11.0,9980
1001949,P1564,F,26-35,10,B,1,0,9,16.0,,5964
1006732,P4258,M,0-17,16,B,4+,0,2,15.0,,7184
1007833,P3500,F,18-25,4,B,3,1,8,4.0,,5452
1000917,P5566,F,18-25,5,A,4+,1,2,,,4618
1003174,P7881,F,0-17,9,A,0,0,1,,8.0,4182
1007014,P4636,F,36-45,20,A,2,0,3,11.0,,4299
1000089,P7030,F,46-50,0,C,3,0,17,1.0,13.0,8867
1001709,P1223,F,26-35,20,A,1,0,7,15.0,,6627
1003041,P7297,M,46-50,9,C,4+,1,10,10.0,,8349
1000105,P1350,F,18-25,16,A,3,0,19,4.0,,10354
1009078,P8314,F,26-35,2,A,2,1,9,6.0,,5110
1008619,P2928,M,18-25,1,B,1,0,18,2.0,,10679
1001895,P8743,F,36-45,16,A,1,0,15,,,7584
1006090,P9540,F,26-35,3,B,4+,0,17,,,9283
1008508,P5732,M,36-45,1,C,3,1,17,,14.0,10432
1006082,P2017,M,36-45,4,A,3,0,19,6.0,10.0,10656
1000634,P3226,M,26-35,9,C,1,0,9,17.0,,5760
